Heuristica,N,M,Replicacao,Tempo,Iteracoes,Valor,Parametro
mlsbb,400,20,7,0.0000,1000,20204,NA
mlsbb,400,20,8,0.0000,1000,20204,NA
mlsbb,400,20,9,0.0000,1000,20204,NA
mlsbb,400,20,10,0.0000,1000,20204,NA
mlsbb,400,20,1,0.0000,1000,20204,NA
mlsbb,400,20,2,0.0000,1000,20204,NA
mlsbb,400,20,3,0.0000,1000,20204,NA
mlsbb,400,20,4,0.0000,1000,20204,NA
mlsbb,400,20,5,0.0000,1000,20204,NA
mlsbb,400,20,6,0.0000,1000,20204,NA
mlsbb,400,20,7,0.0000,1000,20204,NA
mlsbb,400,20,8,0.0000,1000,20204,NA
mlsbb,400,20,9,0.0000,1000,20204,NA
mlsbb,400,20,10,0.0000,1000,20204,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,353,50,1,0.0000,1000,17574,NA
mlsbb,353,50,2,0.0000,1000,17574,NA
mlsbb,353,50,3,0.0000,1000,17574,NA
mlsbb,353,50,4,0.0000,1000,17574,NA
mlsbb,353,50,5,0.0000,1000,17574,NA
mlsbb,353,50,6,0.0000,1000,17574,NA
mlsbb,353,50,7,0.0000,1000,17574,NA
mlsbb,353,50,8,0.0000,1000,17574,NA
mlsbb,353,50,9,0.0000,1000,17574,NA
mlsbb,353,50,10,0.0000,1000,17574,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
mlsbb,2500,50,3,0.0000,1000,125828,NA
mlsbb,2500,50,4,0.0000,1000,125828,NA
mlsbb,2500,50,5,0.0000,1000,125828,NA
mlsbb,2500,50,6,0.0000,1000,125828,NA
mlsbb,2500,50,7,0.0023,1000,125828,NA
mlsbb,2500,50,8,0.0000,1000,125828,NA
mlsbb,2500,50,9,0.0000,1000,125828,NA
mlsbb,2500,50,10,0.0000,1000,125828,NA
mlsbb,2500,50,1,0.0000,1000,125828,NA
mlsbb,2500,50,2,0.0000,1000,125828,NA
