Heuristica,N,M,Replicacao,Tempo,Iteracoes,Valor,Parametro
nmlrs,2500,50,10,0.0050,1000,3103,0.7
nmlrs,2500,50,1,0.0073,1000,2965,0.8
nmlrs,2500,50,2,0.0131,1000,2861,0.8
nmlrs,2500,50,3,0.0161,1000,2921,0.8
nmlrs,2500,50,4,0.0075,1000,3248,0.8
nmlrs,2500,50,5,0.0119,1000,2872,0.8
nmlrs,2500,50,6,0.0080,1000,3105,0.8
nmlrs,2500,50,7,0.0047,1000,3012,0.8
nmlrs,2500,50,8,0.0126,1000,2831,0.8
nmlrs,2500,50,9,0.0070,1000,3000,0.8
nmlrs,2500,50,10,0.0042,1000,2976,0.8
nmlrs,2500,50,1,0.0079,1000,2938,0.9
nmlrs,2500,50,2,0.0123,1000,2903,0.9
nmlrs,2500,50,3,0.0147,1000,2895,0.9
nmlrs,2500,50,4,0.0077,1000,2903,0.9
nmlrs,2500,50,5,0.0047,1000,3366,0.9
nmlrs,2500,50,6,0.0052,1000,3118,0.9
nmlrs,2500,50,7,0.0068,1000,3067,0.9
nmlrs,2500,50,8,0.0149,1000,2949,0.9
nmlrs,2500,50,9,0.0111,1000,2967,0.9
nmlrs,2500,50,10,0.0052,1000,3216,0.9
